"id","code","label","parentId","ontology","uri"
"urn:miriam:icd:A36","A36","Diphtheria","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A36"
"urn:miriam:icd:A36.0","A36.0","Pharyngeal diphtheria","urn:miriam:icd:A36","ICD-10","http://identifiers.org/icd/A36.0"
"urn:miriam:icd:A36.1","A36.1","Nasopharyngeal diphtheria","urn:miriam:icd:A36","ICD-10","http://identifiers.org/icd/A36.1"
"urn:miriam:icd:A36.2","A36.2","Laryngeal diphtheria","urn:miriam:icd:A36","ICD-10","http://identifiers.org/icd/A36.2"
"urn:miriam:icd:A36.3","A36.3","Cutaneous diphtheria","urn:miriam:icd:A36","ICD-10","http://identifiers.org/icd/A36.3"
"urn:miriam:icd:A36.8","A36.8","Other diphtheria","urn:miriam:icd:A36","ICD-10","http://identifiers.org/icd/A36.8"
"urn:miriam:icd:A36.9","A36.9","Diphtheria, unspecified","urn:miriam:icd:A36","ICD-10","http://identifiers.org/icd/A36.9"
"urn:miriam:icd:A37","A37","Whooping cough","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A37"
"urn:miriam:icd:A37.0","A37.0","Whooping cough due to Bordetella pertussis","urn:miriam:icd:A37","ICD-10","http://identifiers.org/icd/A37.0"
"urn:miriam:icd:A37.1","A37.1","Whooping cough due to Bordetella parapertussis","urn:miriam:icd:A37","ICD-10","http://identifiers.org/icd/A37.1"
"urn:miriam:icd:A37.8","A37.8","Whooping cough due to other Bordetella species","urn:miriam:icd:A37","ICD-10","http://identifiers.org/icd/A37.8"
"urn:miriam:icd:A37.9","A37.9","Whooping cough, unspecified","urn:miriam:icd:A37","ICD-10","http://identifiers.org/icd/A37.9"
"urn:miriam:icd:A38","A38","Scarlet fever","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A38"
"urn:miriam:icd:A39","A39","Meningococcal infection","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A39"
"urn:miriam:icd:A39.0","A39.0","G01","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.0"
"urn:miriam:icd:A39.1","A39.1","E35.1","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.1"
"urn:miriam:icd:A39.2","A39.2","Acute meningococcaemia","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.2"
"urn:miriam:icd:A39.3","A39.3","Chronic meningococcaemia","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.3"
"urn:miriam:icd:A39.4","A39.4","Meningococcaemia, unspecified","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.4"
"urn:miriam:icd:A39.5","A39.5","Meningococcal heart disease","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.5"
"urn:miriam:icd:A39.8","A39.8","Other meningococcal infections","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.8"
"urn:miriam:icd:A39.9","A39.9","Meningococcal infection, unspecified","urn:miriam:icd:A39","ICD-10","http://identifiers.org/icd/A39.9"
"urn:miriam:icd:A40","A40","Streptococcal sepsis","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A40"
"urn:miriam:icd:A40.0","A40.0","Sepsis due to streptococcus, group A","urn:miriam:icd:A40","ICD-10","http://identifiers.org/icd/A40.0"
"urn:miriam:icd:A40.1","A40.1","Sepsis due to streptococcus, group B","urn:miriam:icd:A40","ICD-10","http://identifiers.org/icd/A40.1"
"urn:miriam:icd:A40.2","A40.2","Sepsis due to streptococcus, group D","urn:miriam:icd:A40","ICD-10","http://identifiers.org/icd/A40.2"
"urn:miriam:icd:A40.3","A40.3","Sepsis due to Streptococcus pneumoniae","urn:miriam:icd:A40","ICD-10","http://identifiers.org/icd/A40.3"
"urn:miriam:icd:A40.8","A40.8","Other streptococcal sepsis","urn:miriam:icd:A40","ICD-10","http://identifiers.org/icd/A40.8"
"urn:miriam:icd:A40.9","A40.9","Streptococcal sepsis, unspecified","urn:miriam:icd:A40","ICD-10","http://identifiers.org/icd/A40.9"
"urn:miriam:icd:A41","A41","Other sepsis","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A41"
"urn:miriam:icd:A41.0","A41.0","Sepsis due to Staphylococcus aureus","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.0"
"urn:miriam:icd:A41.1","A41.1","Sepsis due to other specified staphylococcus","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.1"
"urn:miriam:icd:A41.2","A41.2","Sepsis due to unspecified staphylococcus","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.2"
"urn:miriam:icd:A41.3","A41.3","Sepsis due to Haemophilus influenzae","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.3"
"urn:miriam:icd:A41.4","A41.4","Sepsis due to anaerobes","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.4"
"urn:miriam:icd:A41.5","A41.5","Sepsis due to other Gram-negative organisms","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.5"
"urn:miriam:icd:A41.8","A41.8","Other specified sepsis","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.8"
"urn:miriam:icd:A41.9","A41.9","Sepsis, unspecified","urn:miriam:icd:A41","ICD-10","http://identifiers.org/icd/A41.9"
"urn:miriam:icd:A42","A42","Actinomycosis","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A42"
"urn:miriam:icd:A42.0","A42.0","Pulmonary actinomycosis","urn:miriam:icd:A42","ICD-10","http://identifiers.org/icd/A42.0"
"urn:miriam:icd:A42.1","A42.1","Abdominal actinomycosis","urn:miriam:icd:A42","ICD-10","http://identifiers.org/icd/A42.1"
"urn:miriam:icd:A42.2","A42.2","Cervicofacial actinomycosis","urn:miriam:icd:A42","ICD-10","http://identifiers.org/icd/A42.2"
"urn:miriam:icd:A42.7","A42.7","Actinomycotic sepsis","urn:miriam:icd:A42","ICD-10","http://identifiers.org/icd/A42.7"
"urn:miriam:icd:A42.8","A42.8","Other forms of actinomycosis","urn:miriam:icd:A42","ICD-10","http://identifiers.org/icd/A42.8"
"urn:miriam:icd:A42.9","A42.9","Actinomycosis, unspecified","urn:miriam:icd:A42","ICD-10","http://identifiers.org/icd/A42.9"
"urn:miriam:icd:A43","A43","Nocardiosis","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A43"
"urn:miriam:icd:A43.0","A43.0","Pulmonary nocardiosis","urn:miriam:icd:A43","ICD-10","http://identifiers.org/icd/A43.0"
"urn:miriam:icd:A43.1","A43.1","Cutaneous nocardiosis","urn:miriam:icd:A43","ICD-10","http://identifiers.org/icd/A43.1"
"urn:miriam:icd:A43.8","A43.8","Other forms of nocardiosis","urn:miriam:icd:A43","ICD-10","http://identifiers.org/icd/A43.8"
"urn:miriam:icd:A43.9","A43.9","Nocardiosis, unspecified","urn:miriam:icd:A43","ICD-10","http://identifiers.org/icd/A43.9"
"urn:miriam:icd:A44","A44","Bartonellosis","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A44"
"urn:miriam:icd:A44.0","A44.0","Systemic bartonellosis","urn:miriam:icd:A44","ICD-10","http://identifiers.org/icd/A44.0"
"urn:miriam:icd:A44.1","A44.1","Cutaneous and mucocutaneous bartonellosis","urn:miriam:icd:A44","ICD-10","http://identifiers.org/icd/A44.1"
"urn:miriam:icd:A44.8","A44.8","Other forms of bartonellosis","urn:miriam:icd:A44","ICD-10","http://identifiers.org/icd/A44.8"
"urn:miriam:icd:A44.9","A44.9","Bartonellosis, unspecified","urn:miriam:icd:A44","ICD-10","http://identifiers.org/icd/A44.9"
"urn:miriam:icd:A46","A46","Erysipelas","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A46"
"urn:miriam:icd:A48","A48","Other bacterial diseases, not elsewhere classified","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A48"
"urn:miriam:icd:A48.0","A48.0","Gas gangrene","urn:miriam:icd:A48","ICD-10","http://identifiers.org/icd/A48.0"
"urn:miriam:icd:A48.1","A48.1","Legionnaires disease","urn:miriam:icd:A48","ICD-10","http://identifiers.org/icd/A48.1"
"urn:miriam:icd:A48.2","A48.2","Nonpneumonic Legionnaires disease [Pontiac fever]","urn:miriam:icd:A48","ICD-10","http://identifiers.org/icd/A48.2"
"urn:miriam:icd:A48.3","A48.3","Toxic shock syndrome","urn:miriam:icd:A48","ICD-10","http://identifiers.org/icd/A48.3"
"urn:miriam:icd:A48.4","A48.4","Brazilian purpuric fever","urn:miriam:icd:A48","ICD-10","http://identifiers.org/icd/A48.4"
"urn:miriam:icd:A48.8","A48.8","Other specified bacterial diseases","urn:miriam:icd:A48","ICD-10","http://identifiers.org/icd/A48.8"
"urn:miriam:icd:A49","A49","Bacterial infection of unspecified site","urn:miriam:icd:A30-A49","ICD-10","http://identifiers.org/icd/A49"
"urn:miriam:icd:A49.0","A49.0","Staphylococcal infection, unspecified site","urn:miriam:icd:A49","ICD-10","http://identifiers.org/icd/A49.0"
"urn:miriam:icd:A49.1","A49.1","Streptococcal and enterococcal infection, unspecified site","urn:miriam:icd:A49","ICD-10","http://identifiers.org/icd/A49.1"
"urn:miriam:icd:A49.2","A49.2","Haemophilus influenzae infection, unspecified site","urn:miriam:icd:A49","ICD-10","http://identifiers.org/icd/A49.2"
"urn:miriam:icd:A49.3","A49.3","Mycoplasma infection, unspecified site","urn:miriam:icd:A49","ICD-10","http://identifiers.org/icd/A49.3"
"urn:miriam:icd:A49.8","A49.8","Other bacterial infections of unspecified site","urn:miriam:icd:A49","ICD-10","http://identifiers.org/icd/A49.8"
"urn:miriam:icd:A49.9","A49.9","Bacterial infection, unspecified","urn:miriam:icd:A49","ICD-10","http://identifiers.org/icd/A49.9"
"urn:miriam:icd:A50-A64","A50-A64","Infections with a predominantly sexual mode of transmission","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:A50","A50","Congenital syphilis","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A50"
"urn:miriam:icd:A50.0","A50.0","Early congenital syphilis, symptomatic","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.0"
"urn:miriam:icd:A50.1","A50.1","Early congenital syphilis, latent","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.1"
"urn:miriam:icd:A50.2","A50.2","Early congenital syphilis, unspecified","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.2"
"urn:miriam:icd:A50.3","A50.3","Late congenital syphilitic oculopathy","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.3"
"urn:miriam:icd:A50.4","A50.4","Late congenital neurosyphilis [juvenile neurosyphilis]","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.4"
"urn:miriam:icd:A50.5","A50.5","Other late congenital syphilis, symptomatic","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.5"
"urn:miriam:icd:A50.6","A50.6","Late congenital syphilis, latent","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.6"
"urn:miriam:icd:A50.7","A50.7","Late congenital syphilis, unspecified","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.7"
"urn:miriam:icd:A50.9","A50.9","Congenital syphilis, unspecified","urn:miriam:icd:A50","ICD-10","http://identifiers.org/icd/A50.9"
"urn:miriam:icd:A51","A51","Early syphilis","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A51"
"urn:miriam:icd:A51.0","A51.0","Primary genital syphilis","urn:miriam:icd:A51","ICD-10","http://identifiers.org/icd/A51.0"
"urn:miriam:icd:A51.1","A51.1","Primary anal syphilis","urn:miriam:icd:A51","ICD-10","http://identifiers.org/icd/A51.1"
"urn:miriam:icd:A51.2","A51.2","Primary syphilis of other sites","urn:miriam:icd:A51","ICD-10","http://identifiers.org/icd/A51.2"
"urn:miriam:icd:A51.3","A51.3","Secondary syphilis of skin and mucous membranes","urn:miriam:icd:A51","ICD-10","http://identifiers.org/icd/A51.3"
"urn:miriam:icd:A51.4","A51.4","Other secondary syphilis","urn:miriam:icd:A51","ICD-10","http://identifiers.org/icd/A51.4"
"urn:miriam:icd:A51.5","A51.5","Early syphilis, latent","urn:miriam:icd:A51","ICD-10","http://identifiers.org/icd/A51.5"
"urn:miriam:icd:A51.9","A51.9","Early syphilis, unspecified","urn:miriam:icd:A51","ICD-10","http://identifiers.org/icd/A51.9"
"urn:miriam:icd:A52","A52","Late syphilis","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A52"
"urn:miriam:icd:A52.0","A52.0","Cardiovascular syphilis","urn:miriam:icd:A52","ICD-10","http://identifiers.org/icd/A52.0"
"urn:miriam:icd:A52.1","A52.1","Symptomatic neurosyphilis","urn:miriam:icd:A52","ICD-10","http://identifiers.org/icd/A52.1"
"urn:miriam:icd:A52.2","A52.2","Asymptomatic neurosyphilis","urn:miriam:icd:A52","ICD-10","http://identifiers.org/icd/A52.2"
"urn:miriam:icd:A52.3","A52.3","Neurosyphilis, unspecified","urn:miriam:icd:A52","ICD-10","http://identifiers.org/icd/A52.3"
"urn:miriam:icd:A52.7","A52.7","Other symptomatic late syphilis","urn:miriam:icd:A52","ICD-10","http://identifiers.org/icd/A52.7"
"urn:miriam:icd:A52.8","A52.8","Late syphilis, latent","urn:miriam:icd:A52","ICD-10","http://identifiers.org/icd/A52.8"
"urn:miriam:icd:A52.9","A52.9","Late syphilis, unspecified","urn:miriam:icd:A52","ICD-10","http://identifiers.org/icd/A52.9"
"urn:miriam:icd:A53","A53","Other and unspecified syphilis","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A53"
"urn:miriam:icd:A53.0","A53.0","Latent syphilis, unspecified as early or late","urn:miriam:icd:A53","ICD-10","http://identifiers.org/icd/A53.0"
"urn:miriam:icd:A53.9","A53.9","Syphilis, unspecified","urn:miriam:icd:A53","ICD-10","http://identifiers.org/icd/A53.9"
"urn:miriam:icd:A54","A54","Gonococcal infection","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A54"
"urn:miriam:icd:A54.0","A54.0","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.0"
"urn:miriam:icd:A54.1","A54.1","Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.1"
"urn:miriam:icd:A54.2","A54.2","Gonococcal pelviperitonitis and other gonococcal genitourinary infections","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.2"
"urn:miriam:icd:A54.3","A54.3","Gonococcal infection of eye","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.3"
"urn:miriam:icd:A54.4","A54.4","Gonococcal infection of musculoskeletal system","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.4"
"urn:miriam:icd:A54.5","A54.5","Gonococcal pharyngitis","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.5"
"urn:miriam:icd:A54.6","A54.6","Gonococcal infection of anus and rectum","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.6"
"urn:miriam:icd:A54.8","A54.8","Other gonococcal infections","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.8"
"urn:miriam:icd:A54.9","A54.9","Gonococcal infection, unspecified","urn:miriam:icd:A54","ICD-10","http://identifiers.org/icd/A54.9"
"urn:miriam:icd:A55","A55","Chlamydial lymphogranuloma (venereum)","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A55"
"urn:miriam:icd:A56","A56","Other sexually transmitted chlamydial diseases","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A56"
"urn:miriam:icd:A56.0","A56.0","Chlamydial infection of lower genitourinary tract","urn:miriam:icd:A56","ICD-10","http://identifiers.org/icd/A56.0"
"urn:miriam:icd:A56.1","A56.1","Chlamydial infection of pelviperitoneum and other genitourinary organs","urn:miriam:icd:A56","ICD-10","http://identifiers.org/icd/A56.1"
"urn:miriam:icd:A56.2","A56.2","Chlamydial infection of genitourinary tract, unspecified","urn:miriam:icd:A56","ICD-10","http://identifiers.org/icd/A56.2"
"urn:miriam:icd:A56.3","A56.3","Chlamydial infection of anus and rectum","urn:miriam:icd:A56","ICD-10","http://identifiers.org/icd/A56.3"
"urn:miriam:icd:A56.4","A56.4","Chlamydial infection of pharynx","urn:miriam:icd:A56","ICD-10","http://identifiers.org/icd/A56.4"
"urn:miriam:icd:A56.8","A56.8","Sexually transmitted chlamydial infection of other sites","urn:miriam:icd:A56","ICD-10","http://identifiers.org/icd/A56.8"
"urn:miriam:icd:A57","A57","Chancroid","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A57"
"urn:miriam:icd:A58","A58","Granuloma inguinale","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A58"
"urn:miriam:icd:A59","A59","Trichomoniasis","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A59"
"urn:miriam:icd:A59.0","A59.0","Urogenital trichomoniasis","urn:miriam:icd:A59","ICD-10","http://identifiers.org/icd/A59.0"
"urn:miriam:icd:A59.8","A59.8","Trichomoniasis of other sites","urn:miriam:icd:A59","ICD-10","http://identifiers.org/icd/A59.8"
"urn:miriam:icd:A59.9","A59.9","Trichomoniasis, unspecified","urn:miriam:icd:A59","ICD-10","http://identifiers.org/icd/A59.9"
"urn:miriam:icd:A60","A60","Anogenital herpesviral [herpes simplex] infection","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A60"
"urn:miriam:icd:A60.0","A60.0","Herpesviral infection of genitalia and urogenital tract","urn:miriam:icd:A60","ICD-10","http://identifiers.org/icd/A60.0"
"urn:miriam:icd:A60.1","A60.1","Herpesviral infection of perianal skin and rectum","urn:miriam:icd:A60","ICD-10","http://identifiers.org/icd/A60.1"
"urn:miriam:icd:A60.9","A60.9","Anogenital herpesviral infection, unspecified","urn:miriam:icd:A60","ICD-10","http://identifiers.org/icd/A60.9"
"urn:miriam:icd:A63","A63","Other predominantly sexually transmitted diseases, not elsewhere classified","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A63"
"urn:miriam:icd:A63.0","A63.0","Anogenital (venereal) warts","urn:miriam:icd:A63","ICD-10","http://identifiers.org/icd/A63.0"
"urn:miriam:icd:A63.8","A63.8","Other specified predominantly sexually transmitted diseases","urn:miriam:icd:A63","ICD-10","http://identifiers.org/icd/A63.8"
"urn:miriam:icd:A64","A64","Unspecified sexually transmitted disease","urn:miriam:icd:A50-A64","ICD-10","http://identifiers.org/icd/A64"
"urn:miriam:icd:A65-A69","A65-A69","Other spirochaetal diseases","urn:miriam:icd:I","ICD-10",""
"urn:miriam:icd:A65","A65","Nonvenereal syphilis","urn:miriam:icd:A65-A69","ICD-10","http://identifiers.org/icd/A65"
"urn:miriam:icd:A66","A66","Yaws","urn:miriam:icd:A65-A69","ICD-10","http://identifiers.org/icd/A66"
"urn:miriam:icd:A66.0","A66.0","Initial lesions of yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.0"
"urn:miriam:icd:A66.1","A66.1","Multiple papillomata and wet crab yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.1"
"urn:miriam:icd:A66.2","A66.2","Other early skin lesions of yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.2"
"urn:miriam:icd:A66.3","A66.3","Hyperkeratosis of yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.3"
"urn:miriam:icd:A66.4","A66.4","Gummata and ulcers of yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.4"
"urn:miriam:icd:A66.5","A66.5","Gangosa","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.5"
"urn:miriam:icd:A66.6","A66.6","Bone and joint lesions of yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.6"
"urn:miriam:icd:A66.7","A66.7","Other manifestations of yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.7"
"urn:miriam:icd:A66.8","A66.8","Latent yaws","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.8"
"urn:miriam:icd:A66.9","A66.9","Yaws, unspecified","urn:miriam:icd:A66","ICD-10","http://identifiers.org/icd/A66.9"
"urn:miriam:icd:A67","A67","Pinta [carate]","urn:miriam:icd:A65-A69","ICD-10","http://identifiers.org/icd/A67"
"urn:miriam:icd:A67.0","A67.0","Primary lesions of pinta","urn:miriam:icd:A67","ICD-10","http://identifiers.org/icd/A67.0"
"urn:miriam:icd:A67.1","A67.1","Intermediate lesions of pinta","urn:miriam:icd:A67","ICD-10","http://identifiers.org/icd/A67.1"
"urn:miriam:icd:A67.2","A67.2","Late lesions of pinta","urn:miriam:icd:A67","ICD-10","http://identifiers.org/icd/A67.2"
"urn:miriam:icd:A67.3","A67.3","Mixed lesions of pinta","urn:miriam:icd:A67","ICD-10","http://identifiers.org/icd/A67.3"
"urn:miriam:icd:A67.9","A67.9","Pinta, unspecified","urn:miriam:icd:A67","ICD-10","http://identifiers.org/icd/A67.9"
