name,label,description,mandatory,format,codeList,topic,population,collectionEvent
smk_cig_p,Paternal smoking during pregnancy (cigarettes),"Average number of cigarettes father smoked  per day during pregnancy

Cigars, pipes, cheroots should be converted into number of cigarettes (1:3). 1 cigar, pipe, cheroot etc. is equivalent to 3 cigarettes.",false,categorical,smk_cig_p_options,aaaacyy22jkcf6qwh3nxvnaaae,,baseline
smk,Passive smoking (age ≥0 to <1year),"Any exposure to smoking (mother, biological father, social father, any smokers close to the child, or exposure to smoke in the home) from birth up to 1st birthday (age range ≥0 to <1year)",false,boolean,,aaaacyy22tfx76qwh3nxvnaaae,,year
smk_fath,"Father type, paternal smoking during pregnancy","Variable indicating whether paternal smoking during pregnancy variables (smk_p and smk_cig_p) are for the biological father, the social father or whether this is unknown",false,categorical,smk_fath_options,aaaacyy22jkcf6qwh3nxvnaaae,,baseline
smk_p,Paternal smoking during pregnancy (any),Indicates whether the father smoked during pregnancy,false,boolean,,aaaacyy22jkcf6qwh3nxvnaaae,,baseline
snacks_psc,Snacking frequency per day (2-4 years),,false,continuous,,aaaac4cyehvsh6qwhza7xqiaae,,baseline
snacks_sch,Snacking frequency per day (5-8 years),,false,continuous,,aaaac4cyewju56qwhza7xqiaae,,baseline
solid_food,Solid fod introduction,"Age of the child when solid food was introduced

Upper limit of 6 months; durations greater than 6 months assigned the value 6 months",false,continuous,,aaaacyy22qzkr6qwh3nxvnaaae,,baseline
subscapsf,Child's subscapular skinfold (0 and <1 month),,false,continuous,,,,month
subscapsfage,Age at subscapular skinfold measurement (0 and <1 month),,false,continuous,,,,month
subscapsfmes,Measured vs. reported child subscapular skinfold (0 and <1 month),,false,boolean,,,,month
sugar_pgn,"Sugar, sugar products, chocolate products and confectionery  during pregnancy",Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
sugar_psc,"Sugar, sugar products, chocolate products and confectionery in  preschool age (2-4 years)",,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
sugar_sch,"Sugar, sugar products, chocolate products and confectionery in school-age children (5-8 years)",,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
supp_pgn,Supplements during pregnancy,,false,boolean,,aaaac4cyashqb6qwhza7xqiaae,,baseline
supp_psc,Any dietary supplements intake in preschool age (2-4 years),,false,boolean,,aaaac4cyeevev6qwhza7xqiaae,,baseline
supp_sch,Any dietary supplements intake in school-age children (5-8 years),,false,boolean,,aaaac4cyeu56j6qwhza7xqiaae,,baseline
suprasf,Child's suprailiac skinfold (0 and <1 month),,false,continuous,,,,month
suprasfage,Age at suprailiac skinfold measurement (0 and <1 month),,false,continuous,,,,month
suprasfmes,Measured vs. reported child suprailiac skinfold (0 and <1 month),,false,boolean,,,,month
swebev_pgn,Sugar-sweetened beverages during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
swebev_psc,Sugar-sweetened beverages in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
swebev_sch,Sugar-sweetened beverages in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
tm,average of mean temperature during first year (>0 year and <=1 year),using local meteorologic stations,false,continuous,,sub_sub_folder_50,,year
tmax,average of maximum temperature during first year (>0 year and <=1 year),using local meteorologic stations,false,continuous,,sub_sub_folder_52,,year
tmax_preg,average of maximum temperature during pregnancy,using local meteorologic stations,false,continuous,,sub_sub_folder_52,,baseline
tmin,average of minimum temperature during first year (>0 year and <=1 year),using local meteorologic stations,false,continuous,,sub_sub_folder_51,,year
tmin_preg,average of minimum temperature during pregnancy,using local meteorologic stations,false,continuous,,sub_sub_folder_51,,baseline
tm_preg,average of mean temperature during pregnancy,using local meteorologic stations,false,continuous,,sub_sub_folder_50,,baseline
totcarb_pgn,Total carbohydrate intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
totcarb_psc,Total carbohydrate intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
totcarb_sch,Total carbohydrate intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
totfat_pgn,Total Fat intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
totfat_psc,Total Fat intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
totfat_sch,Total Fat intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
totprot_pgn,Total Protein intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
totprot_psc,Total Protein intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
totprot_sch,Total Protein intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
trafload100,total traffic load of all roads within a buffer of 100 m at birth,using different local data for each cohort,false,continuous,,sub_sub_folder_77,,year
trafload100_preg,total traffic load of all roads within a buffer of 100 m at pregnancy,using different local data for each cohort,false,continuous,,sub_sub_folder_77,,baseline
trafmajorload100,total traffic load of major roads within a buffer of 100 m at birth,using different local data for each cohort,false,continuous,,sub_sub_folder_78,,year
trafmajorload100_preg,total traffic load of major roads within a buffer of 100 m at pregnancy,using different local data for each cohort,false,continuous,,sub_sub_folder_78,,baseline
trafnear,traffic density on nearest road at birth,using different local data for each cohort,false,continuous,,sub_sub_folder_79,,year
trafnear_preg,traffic density on nearest road at pregnancy,using different local data for each cohort,false,continuous,,sub_sub_folder_79,,baseline
trans,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m at birth",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_46,,year
transfat_pgn,Trans Fats intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
transfat_psc,Trans Fats intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
transfat_sch,Trans Fats intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
trans_preg,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m at pregnancy",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_45,,baseline
tricepsf,Child's tricep skinfold (0 and <1 month),,false,continuous,,,,month
tricepsfage,Age at tricep skinfold measurement (0 and <1 month),,false,continuous,,,,month
tricepsfmes,Measured vs. reported child tricep skinfold (0 and <1 month),,false,boolean,,,,month
triglycerides,Child's triglycerides (0 and <1 month),,false,continuous,,,,month
triglyceridesage,Age at triglycerides measurement (0 and <1 month),,false,continuous,,,,month
triglycerides_cord,Triglycerides measured in cord blood,,false,continuous,,,,baseline
triglyceridesmes,Nonfasting or fasting when triglycerides measured (0 and <1 month),,false,boolean,,,,month
tveat_psc,Eating with the TV on (2-4 years),,false,continuous,,aaaac4cyehvsh6qwhza7xqiaae,,baseline
tveat_sch,Eating with the TV on (5-8 years),,false,continuous,,aaaac4cyewju56qwhza7xqiaae,,baseline
tv_psc,"Child’s tv watching duration in h /day, at preschool age",,false,continuous,,aaaac3wu57zcf6qwhza7xqiaae,,baseline
urb_area_id,unique identifier for the urban area,,false,categorical,urb_area_id_options,aaaac3tn4bup76qwhza7xqiaae,,baseline
urbgr,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m at birth",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_47,,year
urbgr_preg,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m at pregnancy",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_46,,baseline
URTI,"Upper respiratory tract infections (ear infection, throat infections, laryngitis, croup, whooping cough or equivalent) within one year of birth (child aged between >-1 year and <1 year)","Please specify which infections were assessed. Where data are available, infections should be doctor diagnosed. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_resp_resptractinf_upper,,year
urticaria,Ever diagnosis of urticaria,"Where data are available, urticaria should be doctor diagnosed. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_allergy_urticaria,,baseline
uvddc,average of DNA-damage UV dose during first year (>0 year and <=1 year),"using TEMIS (http://www.temis.nl/index.php), a web-based service to browse and download atmospheric satellite data products (version 2.0 except for MOBA that version 1.0 is used)",false,continuous,,sub_sub_folder_56,,year
uvddc_preg,average of DNA-damage UV dose during pregnancy,"using TEMIS (http://www.temis.nl/index.php), a web-based service to browse and download atmospheric satellite data products (version 2.0 except for MOBA that version 1.0 is used)",false,continuous,,sub_sub_folder_56,,baseline
uvdec,average of erythemal UV dose during first year (>0 year and <=1 year),"using TEMIS (http://www.temis.nl/index.php), a web-based service to browse and download atmospheric satellite data products (version 2.0 except for MOBA that version 1.0 is used)",false,continuous,,sub_sub_folder_57,,year
uvdec_preg,average of erythemal UV dose during pregnancy,"using TEMIS (http://www.temis.nl/index.php), a web-based service to browse and download atmospheric satellite data products (version 2.0 except for MOBA that version 1.0 is used)",false,continuous,,sub_sub_folder_57,,baseline
uvdvc,average of vitamin-d UV dose during first year (>0 year and <=1 year),"using TEMIS (http://www.temis.nl/index.php), a web-based service to browse and download atmospheric satellite data products (version 2.0 except for MOBA that version 1.0 is used)",false,continuous,,sub_sub_folder_58,,year
uvdvc_preg,average of vitamin-d UV dose during pregnancy,"using TEMIS (http://www.temis.nl/index.php), a web-based service to browse and download atmospheric satellite data products (version 2.0 except for MOBA that version 1.0 is used)",false,continuous,,sub_sub_folder_58,,baseline
veg_pgn,Vegetables without potatoes  during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
veg_psc,Vegetables without potatoes in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
veg_sch,Vegetables without potatoes in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
vldlc,Child's vLDLc (0 and <1 month),,false,continuous,,,,month
vldlcage,Age at vLDLc measurement (0 and <1 month),,false,continuous,,,,month
vldlc_cord,vLDLc measured in cord blood,,false,continuous,,,,baseline
vldlcmes,Nonfasting or fasting when vLDLc measured (0 and <1 month),,false,boolean,,,,month
vldres,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m at birth,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_48,,year
vldres_preg,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m at pregnancy,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_47,,baseline
waistcirc,Child's waist circumference (0 and <1 month),,false,continuous,,,,month
waistcircage,Age at waist circumference measurement (0 and <1 month),,false,continuous,,,,month
waistcircmes,Measured vs. reported child waist circumference (0 and <1 month),,false,boolean,,,,month
walkability_mean,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m at birth","facility richness: using the same source for all the cohorts (NAVTEQ); landuse shannon's Evenness Index: using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer), population density: using Global Human Settlement Layer (GHSL) except for MOBA (local layer), connectivity density: using the same source for all the cohorts (NAVTEQ)",false,continuous,,sub_sub_folder_37,,year
walkability_mean_preg,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m at pregnancy","facility richness: using the same source for all the cohorts (NAVTEQ); landuse shannon's Evenness Index: using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer), population density: using Global Human Settlement Layer (GHSL) except for MOBA (local layer), connectivity density: using the same source for all the cohorts (NAVTEQ)",false,continuous,,sub_sub_folder_37,,baseline
water,percentage of water land use within a buffer of 300 m at birth,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_49,,year
water_preg,percentage of water land use within a buffer of 300 m at pregnancy,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_49,,baseline
weight,Child's weight (0 and <1 month,Child's weight measured between the ages of 0 and <1 month. This does not include the child’s birth weight,false,continuous,,aaaaczock4cdf6qwhycgrlaaae,,month
weight_f1_fath,"Father type, weight_f1_fath","Variable indicating whether the weight recorded in weight_f1 is for the biological father, the social father, or whether this is unknown",false,categorical,weight_f1_fath_options,aaaacyy22cbx36qwh3nxvnaaae,,baseline
weightmes,Method used to measure child's weight (0 and <1 month),,false,categorical,weightmes_options,,,month
weight_mes,Paternal weight measurement,Reported vs. measured weight,false,categorical,weight_mes_options,aaaacyy22cbx36qwh3nxvnaaae,,baseline
weight_who_ga,WHO size for gestational age,"Weight of the child for gestational age at birth, categorised into small for gestational age (SGA), appropriate for gestational age (AGA) and large for gestational age (LGA).

Defined using the WHO foetal growth charts (Kiserud et al 2017) using the 5th and 95th percentiles as cut-off values for SGA and LGA respectively .
Tables 14 and 15 are the reference tables for females and males (respectively) born <40 completed weeks.
Table 4 is the reference table for females and males born >= 40 completed weeks.
A child is classified as SGA if their birth weight is <= 5th percentile for their gestational age (in completed weeks).
A child is classified as LGA if their birth weight is >= 95th percentile for their gestational age (in completed weeks).
For e.g., a female born at 32 weeks + 2 days weighing 1,530g will be classified as SGA. A male born at 37 weeks + 5 days weighing 3,598 will be classified as LGA.",false,categorical,weight_who_ga_options,aaaaczoclca2n6qwhycgrlaaae,,baseline
whe,wheezing within one year of birth (child aged between >-1 year and <1 year),"Where data are available, wheezing should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_resp_wheezing,,year
whe_ever,Wheezing between ages 0-4 years,"Where data are available, wheezing should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_resp_wheezing,,baseline
whe_ever5,Wheezing between ages 5-10 years,"Where data are available, wheezing should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_resp_wheezing,,baseline
whgrains_pgn,Whole grain cereals during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
whgrains_psc,Whole grain cereals in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
whgrains_sch,Whole grain cereals inschool-age children,,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
wm_age,exact age of the child (in years) when working memory were recorded for wm_raw_0,"Calculate age in years as
(date of test assessment - date of birth)/365.2422",false,continuous,,aaaac3pywkewr6qwhza7xqiaae,,year
wm_avg,average of available items comprising the total raw score of  wm_raw_0,,false,continuous,,aaaac3pywkewr6qwhza7xqiaae,,year
wm_eval,who the test for measuring working memory was administered/answered by for wm_raw_0,“computerized” (value label 4) only applies if the child perform the test with automatic results. Any computerized rating scale or questionnaire does not apply.,false,categorical,wm_eval_options,aaaac3pywkewr6qwhza7xqiaae,,year
wm_instr,Cohort-specific instrument used to measure the working memory for wm_raw_0,"For N-Back, use detectability (d')

For N-Back use the load and stimuli with the highest number of repeated measures available during the follow-up.",false,categorical,wm_instr_options,aaaac3pywkewr6qwhza7xqiaae,,year
wm_pc,"working memory, percentiles of wm_pro_0",,false,continuous,,aaaac3pywkewr6qwhza7xqiaae,,year
wm_pro,total working memory score after prorating wm_raw_0,"If working memory is measured using “computerized” test, create prorated scores equals to raw scores: wm_pro_0=wm_raw_0",false,continuous,,aaaac3pywkewr6qwhza7xqiaae,,year
wm_raw,"working memory, total raw score assessed within one year of childbirth (>0 year and <1 year)","The variable is fully harmonized if the score is based on all required items of the respective instrument. In case of score calculated using a short form of the test, please inform about it (including the items used) and categorize it as partially harmonized",false,continuous,,aaaac3pywkewr6qwhza7xqiaae,,year
wm_std,"working memory, standardized score of wm_pro_0",,false,continuous,,aaaac3pywkewr6qwhza7xqiaae,,year
